0,40.5561
0.01,3.66441
0.02,3.60176
0.03,3.51762
0.04,3.42203
0.05,3.32857
0.06,3.25169
0.07,3.20834
0.08,3.20982
0.09,3.26719
0.1,3.37659
0.11,3.53269
0.12,3.72477
0.13,3.93926
0.14,4.1615
0.15,4.38619
0.16,4.57985
0.17,37.7846
0.18,37.762
0.19,37.8695
0.2,4.94867
0.21,4.90267
0.22,4.79884
0.23,4.64073
0.24,4.42971
0.25,4.1713
0.26,3.84672
0.27,3.4942
0.28,3.16697
0.29,2.94548
